car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
BMW X4,BMW,X4,2,7099,Dealer,Diesel,Automatic,14.71,2993,265,5,6500000
Mahindra Scorpio,Mahindra,Scorpio,4,35000,Dealer,Diesel,Automatic,15.4,2179,120,7,1135000
Volkswagen Vento,Volkswagen,Vento,8,50000,Dealer,Diesel,Manual,20.54,1598,103.6,5,475000
Honda WR-V,Honda,WR-V,4,44500,Dealer,Petrol,Manual,17.5,1199,88.7,5,640000
Maruti Eeco,Maruti,Eeco,4,73630,Dealer,CNG,Manual,15.1,1196,73,5,395000
BMW X1,BMW,X1,8,180000,Dealer,Diesel,Automatic,19.62,1998,192,5,945000
Maruti Swift Dzire,Maruti,Swift Dzire,8,47500,Individual,Diesel,Manual,23.4,1248,74,5,625000
Land Rover Rover,Land Rover,Rover,10,78000,Dealer,Diesel,Automatic,11.49,4367,335.3,5,3400000
Honda City,Honda,City,7,66852,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000
Honda City,Honda,City,5,47592,Dealer,Petrol,Automatic,18,1497,117.3,5,845000
Jeep Compass,Jeep,Compass,4,17485,Dealer,Petrol,Automatic,16,1368,160,5,1512000
Hyundai Creta,Hyundai,Creta,4,49000,Dealer,Petrol,Automatic,13,1591,121.3,5,1095000
Hyundai i20,Hyundai,i20,9,36000,Individual,Petrol,Manual,18.5,1197,80,5,350000
Toyota Innova,Toyota,Innova,3,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1845000
Hyundai Elantra,Hyundai,Elantra,3,34000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1375000
Toyota Innova,Toyota,Innova,5,125000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1665000
Toyota Innova,Toyota,Innova,3,20000,Individual,Diesel,Manual,13.68,2393,147.8,8,1600000
Maruti Celerio,Maruti,Celerio,4,22000,Dealer,Petrol,Automatic,23.1,998,67.04,5,475000
Maruti Swift,Maruti,Swift,6,38000,Dealer,Petrol,Manual,22,1197,81.8,5,485000
Hyundai Grand,Hyundai,Grand,6,25000,Dealer,Petrol,Manual,18.9,1197,82,5,475000
Maruti Swift,Maruti,Swift,8,195000,Individual,Diesel,Manual,22.9,1248,74,5,410000
Maruti Baleno,Maruti,Baleno,4,22000,Dealer,Petrol,Manual,21.01,1197,81.8,5,789000
Maruti Ignis,Maruti,Ignis,4,33000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,575000
Maruti Ciaz,Maruti,Ciaz,2,5000,Dealer,Petrol,Manual,21.56,1462,103.25,5,830000
Maruti Swift Dzire,Maruti,Swift Dzire,3,25000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,870000
Ford Endeavour,Ford,Endeavour,4,40700,Dealer,Diesel,Automatic,10.91,3198,197,7,2850000
Mahindra Scorpio,Mahindra,Scorpio,4,35373,Dealer,Diesel,Manual,15.4,1997,120,9,975000
Hyundai Grand,Hyundai,Grand,7,56229,Dealer,Petrol,Manual,18.9,1197,82,5,450000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,40000,Dealer,Diesel,Automatic,19.71,2143,201.15,5,2850000
Hyundai Grand,Hyundai,Grand,7,71000,Dealer,Diesel,Manual,24,1120,70,5,400000
Maruti Wagon R,Maruti,Wagon R,9,63000,Dealer,CNG,Manual,26.2,998,58.2,5,295000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,560000
Tata Tiago,Tata,Tiago,5,90000,Individual,Petrol,Manual,23.84,1199,84,5,400000
Maruti Swift,Maruti,Swift,9,100000,Dealer,Diesel,Manual,28.4,1248,74,5,450000
Maruti Eeco,Maruti,Eeco,7,46311,Dealer,CNG,Manual,21.94,1196,61.7,5,349000
BMW 5,BMW,5,6,55121,Dealer,Diesel,Automatic,18.48,1995,177,5,2111000
Toyota Fortuner,Toyota,Fortuner,8,168000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1350000
Maruti Wagon R,Maruti,Wagon R,8,40000,Individual,Petrol,Manual,18.9,998,67.1,5,320000
Renault KWID,Renault,KWID,4,18000,Dealer,Petrol,Manual,23.01,999,67,5,315000
Hyundai Santro,Hyundai,Santro,11,60000,Individual,Petrol,Manual,17.92,1086,62.1,5,175000
Maruti Swift Dzire,Maruti,Swift Dzire,2,22000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,900000
Maruti Wagon R,Maruti,Wagon R,7,27000,Dealer,Petrol,Manual,21.5,1197,81.8,5,370000
Toyota Innova,Toyota,Innova,10,118000,Dealer,Diesel,Manual,12.8,2494,102,8,721000
Maruti Ertiga,Maruti,Ertiga,7,51000,Dealer,Petrol,Manual,16.02,1373,93.7,7,599000
BMW 3,BMW,3,5,43000,Dealer,Diesel,Automatic,19.59,1995,184,5,2250000
Ford Figo,Ford,Figo,10,44000,Dealer,Petrol,Manual,15.6,1196,70,5,251000
Ford Figo,Ford,Figo,11,90000,Individual,Petrol,Manual,15.6,1196,70,5,200000
Honda City,Honda,City,8,61000,Dealer,Petrol,Manual,17,1497,118,5,425000
Hyundai Grand,Hyundai,Grand,7,47985,Dealer,Diesel,Manual,24,1120,70,5,521000
Hyundai i20,Hyundai,i20,8,167200,Individual,Diesel,Manual,21.27,1396,88.76,5,380000
Tata Tiago,Tata,Tiago,3,9000,Dealer,Petrol,Automatic,23.84,1199,84,5,550000
Toyota Innova,Toyota,Innova,7,34000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1195000
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,CNG,Manual,33.54,998,67.04,5,351000
Maruti Swift,Maruti,Swift,4,58832,Dealer,Diesel,Manual,25.2,1248,74,5,675000
Maruti Ertiga,Maruti,Ertiga,7,34200,Individual,Petrol,Manual,16.02,1373,93.7,7,575000
Maruti Swift Dzire,Maruti,Swift Dzire,11,90000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000
Maruti Wagon R,Maruti,Wagon R,8,43779,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
Skoda Superb,Skoda,Superb,6,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,1250000
Toyota Innova,Toyota,Innova,9,75000,Dealer,Diesel,Manual,12.99,2494,100,8,830000
Maruti Wagon R,Maruti,Wagon R,5,72829,Dealer,Petrol,Automatic,21.79,998,67.05,5,400000
Maruti Alto,Maruti,Alto,11,67789,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
Hyundai i20,Hyundai,i20,5,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000
Maruti Alto,Maruti,Alto,4,15798,Dealer,Petrol,Manual,23.95,998,67.05,5,365000
Maruti S-Presso,Maruti,S-Presso,2,3000,Individual,Petrol,Manual,21.7,998,67,5,432000
Honda City,Honda,City,10,59000,Dealer,Petrol,Manual,17,1497,118,5,345000
Renault KWID,Renault,KWID,5,25000,Individual,Petrol,Manual,25.17,799,53.3,5,270000
Hyundai Santro,Hyundai,Santro,2,19000,Dealer,Petrol,Automatic,20.3,1086,68,5,575000
BMW 5,BMW,5,8,25500,Dealer,Diesel,Automatic,16.73,2993,218,5,2395000
Honda Jazz,Honda,Jazz,3,14000,Dealer,Petrol,Automatic,19,1199,88.7,5,775000
Hyundai i20,Hyundai,i20,3,31868,Dealer,Petrol,Manual,18.6,1197,81.83,5,699000
Honda CR-V,Honda,CR-V,6,44089,Dealer,Petrol,Automatic,13.1,1997,141.1,5,1370000
BMW 3,BMW,3,8,22000,Dealer,Diesel,Automatic,13.2,1995,170,5,1800000
Maruti Baleno,Maruti,Baleno,4,41526,Dealer,Petrol,Manual,21.01,1197,81.8,5,675000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,63513,Dealer,Petrol,Manual,12.3,1796,185,5,1125000
Maruti Eeco,Maruti,Eeco,10,34304,Dealer,Petrol,Manual,16.11,1196,72.42,5,299000
Toyota Fortuner,Toyota,Fortuner,4,109000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,2750000
Toyota Fortuner,Toyota,Fortuner,9,150000,Dealer,Diesel,Automatic,11.5,2982,169,7,1400000
Renault Duster,Renault,Duster,7,61125,Dealer,Diesel,Manual,19.64,1461,108.45,5,550000
Tata Safari,Tata,Safari,5,53000,Dealer,Diesel,Manual,14.1,2179,147.94,7,845000
Maruti Ciaz,Maruti,Ciaz,4,40000,Dealer,Diesel,Manual,28.09,1248,88.5,5,810000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,75000,Dealer,Diesel,Automatic,13,2143,201.1,5,1985000
Ford Figo,Ford,Figo,3,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,416000
Skoda Rapid,Skoda,Rapid,7,54000,Dealer,Petrol,Manual,15,1598,103.5,5,525000
Volkswagen Polo,Volkswagen,Polo,11,45000,Dealer,Petrol,Manual,16.47,1198,74,5,265000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,70000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3275000
Honda City,Honda,City,4,15000,Individual,Petrol,Manual,17.4,1497,117.6,5,1100000
Hyundai i20,Hyundai,i20,7,94343,Dealer,Diesel,Manual,21.9,1396,88.76,5,465000
Maruti Ertiga,Maruti,Ertiga,6,57748,Dealer,CNG,Manual,17.5,1373,80.46,7,675000
Volkswagen Vento,Volkswagen,Vento,6,80000,Individual,Diesel,Manual,20.34,1498,103.2,5,600000
Maruti Ciaz,Maruti,Ciaz,4,67000,Dealer,Diesel,Manual,28.09,1248,88.5,5,831000
Skoda Rapid,Skoda,Rapid,6,40418,Dealer,Petrol,Automatic,14.3,1598,103.52,5,575000
Maruti Wagon R,Maruti,Wagon R,4,51000,Dealer,Petrol,Automatic,20.51,998,67,5,450000
Toyota Innova,Toyota,Innova,2,9154,Dealer,Diesel,Manual,13.68,2393,147.8,7,2100000
Maruti Ertiga,Maruti,Ertiga,9,90000,Dealer,Petrol,Manual,16.02,1373,93.7,7,480000
Audi A4,Audi,A4,5,70000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1685000
Maruti S-Presso,Maruti,S-Presso,2,8500,Individual,Petrol,Manual,21.7,998,67,5,430000
Maruti Swift Dzire,Maruti,Swift Dzire,3,110000,Individual,Diesel,Manual,23.4,1248,74,5,540000
Hyundai i20,Hyundai,i20,2,13000,Individual,Petrol,Manual,18.6,1197,81.86,5,620000
Hyundai Elantra,Hyundai,Elantra,6,49910,Dealer,Petrol,Automatic,14.5,1797,147.5,5,829000
Ford Ecosport,Ford,Ecosport,6,70553,Dealer,Diesel,Manual,22.7,1498,89.84,5,600000
Maruti Alto,Maruti,Alto,4,5914,Dealer,Petrol,Manual,23.95,998,67.05,5,345000
Honda Amaze,Honda,Amaze,8,80000,Dealer,Diesel,Manual,25.8,1498,98.6,5,421000
Hyundai i10,Hyundai,i10,10,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,500000
Honda City,Honda,City,12,75000,Dealer,Petrol,Manual,17,1497,118,5,300000
Datsun GO,Datsun,GO,3,3300,Individual,Petrol,Manual,19.02,1198,67.05,7,550000
Kia Seltos,Kia,Seltos,2,10097,Dealer,Petrol,Automatic,16.8,1353,138,5,1850000
Audi Q7,Audi,Q7,12,67000,Individual,Diesel,Automatic,12.07,2967,241.4,7,1000000
Hyundai Verna,Hyundai,Verna,4,12000,Dealer,Petrol,Automatic,17,1591,121.3,5,1075000
Hyundai i20,Hyundai,i20,10,71000,Dealer,Diesel,Manual,22.54,1396,88.76,5,329000
Maruti Wagon R,Maruti,Wagon R,10,50000,Individual,CNG,Manual,26.2,998,58.2,5,225000
Toyota Innova,Toyota,Innova,7,140165,Dealer,Diesel,Manual,12.8,2494,102,7,991000
Maruti Swift Dzire,Maruti,Swift Dzire,9,61000,Dealer,Diesel,Manual,23.4,1248,74,5,455000
Maruti Ciaz,Maruti,Ciaz,5,70000,Individual,Diesel,Manual,28.09,1248,88.5,5,680000
Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88,5,510000
Maruti Swift,Maruti,Swift,5,24000,Dealer,Petrol,Manual,22,1197,81.8,5,521000
Hyundai i20,Hyundai,i20,6,48488,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
BMW 5,BMW,5,4,22000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3350000
Maruti Baleno,Maruti,Baleno,3,33635,Dealer,Diesel,Manual,27.39,1248,74,5,850000
Toyota Fortuner,Toyota,Fortuner,6,11500,Dealer,Diesel,Manual,13,2982,168.5,7,1951000
Ford Freestyle,Ford,Freestyle,3,40000,Individual,Diesel,Manual,24.4,1498,98.63,5,650000
Hyundai Verna,Hyundai,Verna,8,83000,Dealer,Petrol,Automatic,15.74,1591,121.3,5,500000
Hyundai i20,Hyundai,i20,6,17999,Dealer,Petrol,Manual,18.6,1197,81.83,5,591000
Hyundai i20,Hyundai,i20,2,12000,Individual,Petrol,Manual,18.6,1197,81.86,5,700000
Maruti Wagon R,Maruti,Wagon R,5,30000,Dealer,CNG,Manual,26.2,998,58.2,5,375000
Maruti Swift Dzire,Maruti,Swift Dzire,3,22000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,795000
Hyundai i20,Hyundai,i20,6,50000,Dealer,Petrol,Manual,18.5,1197,82.85,5,550000
Hyundai i20,Hyundai,i20,5,43000,Dealer,Diesel,Manual,22.54,1396,88.73,5,685000
Hyundai Grand,Hyundai,Grand,6,75000,Dealer,Petrol,Automatic,18.9,1197,82,5,495000
Skoda Superb,Skoda,Superb,6,59000,Dealer,Petrol,Manual,13.1,1798,157.75,5,795000
Volkswagen Polo,Volkswagen,Polo,5,58000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,665000
Maruti Ertiga,Maruti,Ertiga,4,19000,Dealer,Diesel,Manual,24.52,1248,88.5,7,875000
Hyundai Grand,Hyundai,Grand,6,51765,Individual,Petrol,Manual,18.9,1197,82,5,500000
Honda City,Honda,City,10,100000,Individual,Petrol,Manual,17,1497,118,5,380000
Honda City,Honda,City,5,56210,Dealer,Petrol,Manual,16.9,1497,100,5,700000
Hyundai i10,Hyundai,i10,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
Hyundai Creta,Hyundai,Creta,3,8400,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
Hyundai Grand,Hyundai,Grand,6,55000,Dealer,Petrol,Automatic,18.9,1197,82,5,525000
Honda WR-V,Honda,WR-V,4,23039,Dealer,Diesel,Manual,25.5,1498,98.6,5,750000
Tata Safari,Tata,Safari,12,120000,Individual,Petrol,Manual,12,2092,127,7,490000
Mahindra XUV500,Mahindra,XUV500,8,95000,Individual,Diesel,Manual,15.1,2179,140,7,750000
Hyundai Verna,Hyundai,Verna,12,66000,Dealer,Diesel,Manual,25,1493,113.42,5,375000
Honda City,Honda,City,11,161445,Dealer,Petrol,Manual,17,1497,118,5,275000
Maruti Eeco,Maruti,Eeco,5,5000,Individual,CNG,Manual,21.94,1196,61.7,5,490000
Hyundai i10,Hyundai,i10,10,102000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,285000
Skoda Octavia,Skoda,Octavia,2,4000,Dealer,Petrol,Automatic,15.1,1798,178,5,2375000
Honda WR-V,Honda,WR-V,4,110000,Individual,Diesel,Manual,25.5,1498,98.6,5,775000
Audi Q7,Audi,Q7,5,40182,Dealer,Diesel,Automatic,14.75,2967,245,7,4800000
Honda Amaze,Honda,Amaze,8,41000,Dealer,Petrol,Manual,18,1198,86.7,5,365000
Maruti Eeco,Maruti,Eeco,6,16000,Individual,CNG,Manual,21.94,1196,63,5,400000
Maruti Swift,Maruti,Swift,3,8260,Dealer,Petrol,Manual,22,1197,81.8,5,582000
Maruti Swift Dzire,Maruti,Swift Dzire,10,64000,Dealer,Diesel,Manual,19.3,1248,73.9,5,395000
Maruti Vitara,Maruti,Vitara,4,39100,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000
Mahindra Scorpio,Mahindra,Scorpio,3,27000,Individual,Diesel,Manual,15.4,2523,75,7,950000
Mahindra Thar,Mahindra,Thar,6,74000,Dealer,Diesel,Manual,18.06,2523,63,7,551000
Volkswagen Polo,Volkswagen,Polo,7,13000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,650000
Maruti Wagon R,Maruti,Wagon R,3,15000,Individual,Petrol,Manual,20.51,998,67.04,5,480000
Skoda Octavia,Skoda,Octavia,5,27000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1170000
Audi A4,Audi,A4,8,35000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1375000
Mahindra XUV500,Mahindra,XUV500,9,70000,Dealer,Diesel,Manual,15.1,2179,140,7,740000
Honda City,Honda,City,3,15000,Individual,Diesel,Manual,25.6,1498,97.9,5,975000
Skoda Superb,Skoda,Superb,5,65000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1575000
Maruti Swift,Maruti,Swift,5,13300,Dealer,Petrol,Manual,16.1,1197,85,5,510000
Honda Jazz,Honda,Jazz,5,37000,Dealer,Petrol,Automatic,19,1199,88.7,5,645000
Audi A6,Audi,A6,7,50000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1799000
Mahindra XUV500,Mahindra,XUV500,4,62000,Dealer,Diesel,Manual,16,2179,140,7,1345000
Maruti Baleno,Maruti,Baleno,4,4414,Dealer,Petrol,Manual,21.4,1197,83.1,5,640000
Maruti Alto,Maruti,Alto,5,24000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
Hyundai i10,Hyundai,i10,10,56653,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
Hyundai i10,Hyundai,i10,9,37590,Dealer,Petrol,Automatic,16.95,1197,78.9,5,370000
Maruti Swift,Maruti,Swift,10,30000,Individual,Petrol,Manual,16.1,1197,85,5,350000
Hyundai i20,Hyundai,i20,9,43784,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,415000
Volkswagen Vento,Volkswagen,Vento,7,56000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,610000
Maruti Wagon R,Maruti,Wagon R,14,35986,Dealer,Petrol,Manual,18.9,998,67.1,5,150000
Nissan Kicks,Nissan,Kicks,1,7500,Individual,Diesel,Manual,20.45,1461,108.5,5,850000
Hyundai i20,Hyundai,i20,8,28000,Dealer,Petrol,Manual,18.5,1197,82.85,5,425000
Ford Figo,Ford,Figo,4,42267,Dealer,Diesel,Manual,25.83,1498,99,5,600000
Volkswagen Polo,Volkswagen,Polo,8,70000,Individual,Diesel,Manual,22.07,1199,73.9,5,500000
Maruti Dzire ZXI,Maruti,Dzire ZXI,7,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000
Maruti Celerio,Maruti,Celerio,7,33231,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
Jeep Compass,Jeep,Compass,4,46706,Dealer,Diesel,Manual,17.1,1956,170,5,1475000
Skoda Octavia,Skoda,Octavia,6,115000,Dealer,Diesel,Automatic,19.3,1968,141,5,999000
Maruti Alto,Maruti,Alto,4,6808,Dealer,Petrol,Manual,23.95,998,67.05,5,369000
Ford Ecosport,Ford,Ecosport,6,50000,Individual,Petrol,Manual,15.85,1499,110.4,5,550000
BMW 5,BMW,5,4,21500,Dealer,Diesel,Automatic,18.12,1995,190,5,3300000
Honda City,Honda,City,3,25000,Dealer,Petrol,Automatic,18,1497,117.6,5,1191000
Maruti Baleno,Maruti,Baleno,5,20000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,625000
Maruti Ciaz,Maruti,Ciaz,3,35000,Individual,Petrol,Manual,21.56,1462,103.25,5,710000
Mahindra Scorpio,Mahindra,Scorpio,11,110000,Dealer,Diesel,Manual,12.05,2179,120,8,445000
Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
BMW 5,BMW,5,3,36000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4200000
Maruti Vitara,Maruti,Vitara,4,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,955000
Maruti Alto,Maruti,Alto,6,19074,Individual,Petrol,Manual,22.74,796,47.3,5,275000
Hyundai Creta,Hyundai,Creta,6,83000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,955000
Toyota Innova,Toyota,Innova,8,128000,Dealer,Diesel,Manual,12.99,2494,100.57,7,975000
Honda Civic,Honda,Civic,11,74000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,385000
Maruti Swift,Maruti,Swift,11,92182,Dealer,Diesel,Manual,17.8,1248,75,5,295000
Maruti Ignis,Maruti,Ignis,4,47063,Dealer,Petrol,Manual,20.89,1197,81.8,5,525000
Maruti Baleno,Maruti,Baleno,2,20000,Individual,Diesel,Manual,27.39,1248,74,5,665000
Maruti Ciaz,Maruti,Ciaz,3,15000,Dealer,Petrol,Manual,20.65,1462,103.25,5,800000
Maruti Swift Dzire,Maruti,Swift Dzire,13,115000,Individual,Petrol,Manual,17.5,1298,85.8,5,250000
Maruti Ertiga,Maruti,Ertiga,5,61149,Dealer,Petrol,Manual,19.01,1462,103.26,7,755000
Hyundai Verna,Hyundai,Verna,2,14200,Dealer,Petrol,Manual,17,1591,121.3,5,945000
Hyundai i20,Hyundai,i20,3,16000,Dealer,Petrol,Manual,17.19,1197,81.86,5,750000
Maruti Ertiga,Maruti,Ertiga,8,187420,Dealer,Diesel,Manual,20.77,1248,88.8,7,670000
Maruti Ciaz,Maruti,Ciaz,6,49986,Dealer,Diesel,Manual,26.21,1248,88.5,5,610000
Hyundai Grand,Hyundai,Grand,4,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
Maruti Ertiga,Maruti,Ertiga,7,96000,Dealer,Diesel,Manual,20.77,1248,88.76,7,665000
Maruti Ertiga,Maruti,Ertiga,5,20000,Individual,CNG,Manual,17.5,1373,80.46,7,825000
Maruti Swift,Maruti,Swift,5,38000,Individual,Diesel,Manual,25.2,1248,74,5,625000
Toyota Innova,Toyota,Innova,13,190000,Dealer,Diesel,Manual,12.8,2494,102,8,400000
Hyundai Santro,Hyundai,Santro,2,7000,Dealer,Petrol,Manual,20.3,1086,68.07,5,510000
Ford Figo,Ford,Figo,8,46000,Dealer,Diesel,Manual,20,1399,68.05,5,294000
Tata Tigor,Tata,Tigor,3,10000,Individual,Petrol,Manual,20.3,1199,84,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,9,79000,Individual,Diesel,Manual,23.4,1248,74,5,498000
Maruti Alto,Maruti,Alto,4,70000,Individual,Petrol,Manual,24.07,998,67.1,5,300000
Maruti Swift,Maruti,Swift,9,85000,Individual,Diesel,Manual,22.9,1248,74,5,400000
Hyundai i20,Hyundai,i20,10,88000,Dealer,Diesel,Manual,23,1396,90,5,325000
Maruti Alto,Maruti,Alto,7,16600,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
Tata Tiago,Tata,Tiago,4,40000,Individual,Petrol,Manual,23.84,1199,84,5,465000
Honda City,Honda,City,8,37000,Dealer,Petrol,Manual,17,1497,118,5,486000
Toyota Innova,Toyota,Innova,10,125000,Dealer,Diesel,Manual,12.8,2494,102,7,675000
Honda City,Honda,City,3,18000,Dealer,Diesel,Manual,26,1498,98.6,5,1150000
Toyota Innova,Toyota,Innova,14,95000,Dealer,Diesel,Manual,12.8,2494,102,8,474000
Honda City,Honda,City,6,35000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000
Hyundai i20,Hyundai,i20,11,49000,Dealer,Petrol,Manual,18.5,1197,80,5,260000
Renault KWID,Renault,KWID,4,19000,Dealer,Petrol,Manual,25.17,799,53.3,5,335000
Honda City,Honda,City,13,165000,Individual,Petrol,Manual,16.8,1497,116.4,5,300000
Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74,5,380000
Mahindra KUV100,Mahindra,KUV100,4,12950,Dealer,Petrol,Manual,18.15,1198,82,6,399000
Mini Cooper,Mini,Cooper,8,35000,Dealer,Diesel,Automatic,23.8,1998,112,5,1490000
Skoda Rapid,Skoda,Rapid,5,47000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,700000
Hyundai Creta,Hyundai,Creta,5,71000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1080000
Honda WR-V,Honda,WR-V,3,40000,Individual,Diesel,Manual,25.5,1498,98.6,5,1000000
Hyundai Santro,Hyundai,Santro,8,29000,Dealer,Petrol,Manual,17.92,1086,62.1,5,250000
Hyundai Creta,Hyundai,Creta,4,31191,Dealer,Petrol,Manual,13,1591,121.3,5,985000
Maruti Ertiga,Maruti,Ertiga,5,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,950000
Renault KWID,Renault,KWID,4,19200,Dealer,Petrol,Automatic,24.04,999,67,5,349000
Renault Duster,Renault,Duster,8,72396,Dealer,Diesel,Manual,19.01,1461,108.45,5,528000
Volkswagen Vento,Volkswagen,Vento,10,164000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
Maruti Baleno,Maruti,Baleno,5,14500,Dealer,Petrol,Manual,21.4,1197,83.1,5,560000
BMW 5,BMW,5,10,60000,Dealer,Diesel,Automatic,18.48,1995,177,5,1199000
Toyota Innova,Toyota,Innova,15,110000,Dealer,Diesel,Manual,12.8,2494,102,7,390000
Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Manual,23.01,999,67,5,350000
Jaguar XF,Jaguar,XF,5,20837,Dealer,Diesel,Automatic,19.33,1999,177,5,3450000
Datsun GO,Datsun,GO,5,40000,Individual,Petrol,Manual,19.44,1198,67,7,400000
Jeep Compass,Jeep,Compass,4,35000,Individual,Diesel,Manual,17.1,1956,170,5,1600000
Hyundai Verna,Hyundai,Verna,5,66523,Dealer,Diesel,Manual,23.9,1582,126.2,5,775000
Hyundai Elantra,Hyundai,Elantra,8,34800,Dealer,Petrol,Automatic,14.5,1797,147.5,5,675000
Maruti Swift Dzire,Maruti,Swift Dzire,11,87000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000
Skoda Superb,Skoda,Superb,11,64430,Dealer,Petrol,Automatic,13.7,1798,157.75,5,375000
Jaguar XF,Jaguar,XF,7,26000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2550000
Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000
Maruti Eeco,Maruti,Eeco,2,7647,Dealer,Petrol,Manual,16.11,1196,72.42,5,465000
Maruti Alto,Maruti,Alto,15,15000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,78000,Individual,Diesel,Automatic,14.21,2143,203,5,660000
BMW X3,BMW,X3,8,110000,Dealer,Diesel,Automatic,16.09,1995,184,5,1390000
Hyundai Verna,Hyundai,Verna,4,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,850000
Ford Figo,Ford,Figo,10,18800,Individual,Petrol,Manual,15.6,1196,70,5,225000
Volkswagen Vento,Volkswagen,Vento,6,102000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,590000
Volkswagen Vento,Volkswagen,Vento,5,110000,Individual,Diesel,Automatic,22.15,1498,108.6,5,750000
Toyota Innova,Toyota,Innova,3,27000,Dealer,Diesel,Automatic,13.68,2393,147.51,8,1890000
Maruti Eeco,Maruti,Eeco,5,16000,Dealer,Petrol,Manual,15.37,1196,73,5,385000
Volkswagen Vento,Volkswagen,Vento,6,48000,Dealer,Diesel,Manual,20.34,1498,103.2,5,490000
Volkswagen Polo,Volkswagen,Polo,9,58200,Dealer,Petrol,Manual,16.47,1198,73.9,5,325000
